flight_no;amount;fare_conditions;seat_no;additional_money
PG0325;91700;Business;2D;false
PG0325;91700;Business;3C;false
PG0325;91700;Business;3D;false
PG0325;30600;Economy;10B;false
PG0325;30600;Economy;10D;false
PG0325;33600;Economy;11D;true
PG0325;30600;Economy;12A;false
PG0325;30600;Economy;12C;false
PG0325;30600;Economy;12F;false
PG0325;30600;Economy;14B;false
PG0325;30600;Economy;14D;false
PG0325;30600;Economy;14F;false
PG0325;30600;Economy;15C;false
PG0325;30600;Economy;15D;false
PG0325;30600;Economy;15E;false
PG0325;30600;Economy;16B;false
PG0325;30600;Economy;16C;false
PG0325;30600;Economy;16E;false
PG0325;30600;Economy;17D;false
PG0325;30600;Economy;19C;false
PG0325;30600;Economy;19E;false
PG0325;30600;Economy;20B;false
PG0325;30600;Economy;22C;false
PG0325;30600;Economy;23A;false
PG0325;30600;Economy;23B;false
PG0325;30600;Economy;4A;false
PG0325;30600;Economy;4D;false
PG0325;30600;Economy;6B;false
PG0325;30600;Economy;6D;false
PG0325;30600;Economy;7A;false
PG0325;30600;Economy;7C;false
PG0325;30600;Economy;8E;false
PG0325;30600;Economy;9A;false
PG0325;30600;Economy;9F;false
PG0326;91700;Business;1A;false
PG0326;91700;Business;1D;false
PG0326;91700;Business;2C;false
PG0326;91700;Business;2F;false
PG0326;91700;Business;3A;false
PG0326;91700;Business;3C;false
PG0326;30600;Economy;10E;false
PG0326;33600;Economy;11B;true
PG0326;30600;Economy;12C;false
PG0326;30600;Economy;12D;false
PG0326;30600;Economy;12E;false
PG0326;30600;Economy;12F;false
PG0326;30600;Economy;13D;false
PG0326;30600;Economy;13E;false
PG0326;30600;Economy;14A;false
PG0326;30600;Economy;14B;false
PG0326;30600;Economy;14E;false
PG0326;30600;Economy;14F;false
PG0326;30600;Economy;15A;false
PG0326;30600;Economy;15E;false
PG0326;30600;Economy;15F;false
PG0326;30600;Economy;16B;false
PG0326;30600;Economy;16C;false
PG0326;30600;Economy;16E;false
PG0326;30600;Economy;17C;false
PG0326;30600;Economy;17D;false
PG0326;30600;Economy;17E;false
PG0326;30600;Economy;17F;false
PG0326;30600;Economy;18B;false
PG0326;30600;Economy;18E;false
PG0326;30600;Economy;19B;false
PG0326;30600;Economy;19E;false
PG0326;30600;Economy;19F;false
PG0326;30600;Economy;20D;false
PG0326;30600;Economy;20E;false
PG0326;30600;Economy;21B;false
PG0326;30600;Economy;21D;false
PG0326;30600;Economy;22D;false
PG0326;30600;Economy;23A;false
PG0326;30600;Economy;4A;false
PG0326;30600;Economy;4E;false
PG0326;30600;Economy;5D;false
PG0326;30600;Economy;5F;false
PG0326;30600;Economy;6A;false
PG0326;30600;Economy;7A;false
PG0326;30600;Economy;7E;false
PG0326;30600;Economy;8A;false
PG0326;30600;Economy;8B;false
PG0326;30600;Economy;8E;false
PG0326;30600;Economy;8F;false
PG0326;30600;Economy;9D;false
PG0326;30600;Economy;9F;false
PG0327;18500;Business;1A;false
PG0327;18500;Business;1C;false
PG0327;18500;Business;1D;false
PG0327;18500;Business;1F;false
PG0327;18500;Business;2A;false
PG0327;18500;Business;2C;false
PG0327;18500;Business;2D;false
PG0327;18500;Business;2F;false
PG0327;18500;Business;3A;false
PG0327;18500;Business;3C;false
PG0327;18500;Business;3D;false
PG0327;18500;Business;3F;false
PG0327;6200;Economy;10A;false
PG0327;6200;Economy;10C;false
PG0327;6200;Economy;10D;false
PG0327;6200;Economy;10E;false
PG0327;6200;Economy;10F;false
PG0327;6200;Economy;11A;false
PG0327;6200;Economy;11C;false
PG0327;6200;Economy;11D;false
PG0327;6200;Economy;11E;false
PG0327;6200;Economy;11F;false
PG0327;6200;Economy;12A;false
PG0327;6200;Economy;12C;false
PG0327;6200;Economy;12D;false
PG0327;6200;Economy;12E;false
PG0327;6200;Economy;12F;false
PG0327;6200;Economy;13A;false
PG0327;6200;Economy;13C;false
PG0327;6200;Economy;13D;false
PG0327;6200;Economy;13E;false
PG0327;6200;Economy;13F;false
PG0327;6200;Economy;14A;false
PG0327;6200;Economy;14C;false
PG0327;6200;Economy;14D;false
PG0327;6200;Economy;14E;false
PG0327;6200;Economy;14F;false
PG0327;6200;Economy;15A;false
PG0327;6200;Economy;15C;false
PG0327;6200;Economy;15D;false
PG0327;6200;Economy;15E;false
PG0327;6200;Economy;15F;false
PG0327;6200;Economy;16A;false
PG0327;6200;Economy;16C;false
PG0327;6200;Economy;16D;false
PG0327;6200;Economy;16E;false
PG0327;6200;Economy;16F;false
PG0327;6200;Economy;17A;false
PG0327;6200;Economy;17C;false
PG0327;6200;Economy;17D;false
PG0327;6200;Economy;17E;false
PG0327;6200;Economy;17F;false
PG0327;6200;Economy;18A;false
PG0327;6200;Economy;18C;false
PG0327;6200;Economy;18D;false
PG0327;6200;Economy;18E;false
PG0327;6200;Economy;18F;false
PG0327;6200;Economy;19A;false
PG0327;6200;Economy;19C;false
PG0327;6200;Economy;19D;false
PG0327;6200;Economy;19E;false
PG0327;6200;Economy;19F;false
PG0327;6200;Economy;20A;false
PG0327;6200;Economy;20C;false
PG0327;6200;Economy;20D;false
PG0327;6200;Economy;20E;false
PG0327;6200;Economy;20F;false
PG0327;6200;Economy;4A;false
PG0327;6200;Economy;4C;false
PG0327;6200;Economy;4D;false
PG0327;6200;Economy;4E;false
PG0327;6200;Economy;4F;false
PG0327;6200;Economy;5A;false
PG0327;6200;Economy;5C;false
PG0327;6200;Economy;5D;false
PG0327;6200;Economy;5E;false
PG0327;6200;Economy;5F;false
PG0327;6800;Economy;6A;true
PG0327;6800;Economy;6C;true
PG0327;6800;Economy;6D;true
PG0327;6800;Economy;6E;true
PG0327;6800;Economy;6F;true
PG0327;6200;Economy;7A;false
PG0327;6200;Economy;7C;false
PG0327;6200;Economy;7D;false
PG0327;6200;Economy;7E;false
PG0327;6200;Economy;7F;false
PG0327;6200;Economy;8A;false
PG0327;6200;Economy;8C;false
PG0327;6200;Economy;8D;false
PG0327;6200;Economy;8E;false
PG0327;6200;Economy;8F;false
PG0327;6200;Economy;9A;false
PG0327;6200;Economy;9C;false
PG0327;6200;Economy;9D;false
PG0327;6200;Economy;9E;false
PG0327;6200;Economy;9F;false
PG0328;18500;Business;1A;false
PG0328;18500;Business;1C;false
PG0328;18500;Business;1D;false
PG0328;18500;Business;1F;false
PG0328;18500;Business;2A;false
PG0328;18500;Business;2C;false
PG0328;18500;Business;2D;false
PG0328;18500;Business;2F;false
PG0328;18500;Business;3A;false
PG0328;18500;Business;3C;false
PG0328;18500;Business;3D;false
PG0328;18500;Business;3F;false
PG0328;6200;Economy;10A;false
PG0328;6200;Economy;10C;false
PG0328;6200;Economy;10D;false
PG0328;6200;Economy;10E;false
PG0328;6200;Economy;10F;false
PG0328;6200;Economy;11A;false
PG0328;6200;Economy;11C;false
PG0328;6200;Economy;11D;false
PG0328;6200;Economy;11E;false
PG0328;6200;Economy;11F;false
PG0328;6200;Economy;12A;false
PG0328;6200;Economy;12C;false
PG0328;6200;Economy;12D;false
PG0328;6200;Economy;12E;false
PG0328;6200;Economy;12F;false
PG0328;6200;Economy;13A;false
PG0328;6200;Economy;13C;false
PG0328;6200;Economy;13D;false
PG0328;6200;Economy;13E;false
PG0328;6200;Economy;13F;false
PG0328;6200;Economy;14A;false
PG0328;6200;Economy;14C;false
PG0328;6200;Economy;14D;false
PG0328;6200;Economy;14E;false
PG0328;6200;Economy;14F;false
PG0328;6200;Economy;15A;false
PG0328;6200;Economy;15C;false
PG0328;6200;Economy;15D;false
PG0328;6200;Economy;15E;false
PG0328;6200;Economy;15F;false
PG0328;6200;Economy;16A;false
PG0328;6200;Economy;16C;false
PG0328;6200;Economy;16D;false
PG0328;6200;Economy;16E;false
PG0328;6200;Economy;16F;false
PG0328;6200;Economy;17A;false
PG0328;6200;Economy;17C;false
PG0328;6200;Economy;17D;false
PG0328;6200;Economy;17E;false
PG0328;6200;Economy;17F;false
PG0328;6200;Economy;18A;false
PG0328;6200;Economy;18C;false
PG0328;6200;Economy;18D;false
PG0328;6200;Economy;18E;false
PG0328;6200;Economy;18F;false
PG0328;6200;Economy;19A;false
PG0328;6200;Economy;19C;false
PG0328;6200;Economy;19D;false
PG0328;6200;Economy;19E;false
PG0328;6200;Economy;19F;false
PG0328;6200;Economy;20A;false
PG0328;6200;Economy;20C;false
PG0328;6200;Economy;20D;false
PG0328;6200;Economy;20E;false
PG0328;6200;Economy;20F;false
PG0328;6200;Economy;4A;false
PG0328;6200;Economy;4C;false
PG0328;6200;Economy;4D;false
PG0328;6200;Economy;4E;false
PG0328;6200;Economy;4F;false
PG0328;6200;Economy;5A;false
PG0328;6200;Economy;5C;false
PG0328;6200;Economy;5D;false
PG0328;6200;Economy;5E;false
PG0328;6200;Economy;5F;false
PG0328;6800;Economy;6A;true
PG0328;6800;Economy;6C;true
PG0328;6800;Economy;6D;true
PG0328;6800;Economy;6E;true
PG0328;6800;Economy;6F;true
PG0328;6200;Economy;7A;false
PG0328;6200;Economy;7C;false
PG0328;6200;Economy;7D;false
PG0328;6200;Economy;7E;false
PG0328;6200;Economy;7F;false
PG0328;6200;Economy;8A;false
PG0328;6200;Economy;8C;false
PG0328;6200;Economy;8D;false
PG0328;6200;Economy;8E;false
PG0328;6200;Economy;8F;false
PG0328;6200;Economy;9A;false
PG0328;6200;Economy;9C;false
PG0328;6200;Economy;9D;false
PG0328;6200;Economy;9E;false
PG0328;6200;Economy;9F;false
PG0333;19100;Economy;18A;false
PG0333;19100;Economy;18B;false
PG0333;19100;Economy;18C;false
PG0333;19100;Economy;18D;false
PG0333;19100;Economy;19A;false
PG0333;19100;Economy;19B;false
PG0333;19100;Economy;19C;false
PG0333;19100;Economy;19D;false
PG0333;21000;Economy;1A;true
PG0333;21000;Economy;1B;true
PG0333;21000;Economy;1C;true
PG0333;21000;Economy;1D;true
PG0333;19100;Economy;20A;false
PG0333;19100;Economy;20B;false
PG0333;19100;Economy;20C;false
PG0333;19100;Economy;20D;false
PG0333;19100;Economy;21A;false
PG0333;19100;Economy;21B;false
PG0333;19100;Economy;21C;false
PG0333;19100;Economy;21D;false
PG0333;19100;Economy;22A;false
PG0333;19100;Economy;22B;false
PG0333;19100;Economy;22C;false
PG0333;19100;Economy;22D;false
PG0333;19100;Economy;23A;false
PG0333;19100;Economy;23B;false
PG0333;19100;Economy;2A;false
PG0333;19100;Economy;2B;false
PG0333;19100;Economy;2C;false
PG0333;19100;Economy;2D;false
PG0333;19100;Economy;3A;false
PG0333;19100;Economy;3B;false
PG0333;19100;Economy;3C;false
PG0333;19100;Economy;3D;false
PG0333;19100;Economy;4A;false
PG0333;19100;Economy;4B;false
PG0333;19100;Economy;4C;false
PG0333;19100;Economy;4D;false
PG0333;19100;Economy;5A;false
PG0333;19100;Economy;5B;false
PG0333;19100;Economy;5C;false
PG0333;19100;Economy;5D;false
PG0333;19100;Economy;6A;false
PG0333;19100;Economy;6B;false
PG0333;19100;Economy;6C;false
PG0333;19100;Economy;6D;false
PG0333;19100;Economy;7A;false
PG0333;19100;Economy;7B;false
PG0333;19100;Economy;7C;false
PG0333;19100;Economy;7D;false
PG0334;19100;Economy;18A;false
PG0334;19100;Economy;18B;false
PG0334;19100;Economy;18C;false
PG0334;19100;Economy;18D;false
PG0334;19100;Economy;19A;false
PG0334;19100;Economy;19B;false
PG0334;19100;Economy;19C;false
PG0334;19100;Economy;19D;false
PG0334;21000;Economy;1A;true
PG0334;21000;Economy;1B;true
PG0334;21000;Economy;1C;true
PG0334;21000;Economy;1D;true
PG0334;19100;Economy;20A;false
PG0334;19100;Economy;20B;false
PG0334;19100;Economy;20C;false
PG0334;19100;Economy;20D;false
PG0334;19100;Economy;21A;false
PG0334;19100;Economy;21B;false
PG0334;19100;Economy;21C;false
PG0334;19100;Economy;21D;false
PG0334;19100;Economy;22A;false
PG0334;19100;Economy;22B;false
PG0334;19100;Economy;22C;false
PG0334;19100;Economy;22D;false
PG0334;19100;Economy;23A;false
PG0334;19100;Economy;23B;false
PG0334;19100;Economy;2B;false
PG0334;19100;Economy;2C;false
PG0334;19100;Economy;2D;false
PG0334;19100;Economy;3A;false
PG0334;19100;Economy;3B;false
PG0334;19100;Economy;3C;false
PG0334;19100;Economy;3D;false
PG0334;19100;Economy;4A;false
PG0334;19100;Economy;4B;false
PG0334;19100;Economy;4C;false
PG0334;19100;Economy;4D;false
PG0334;19100;Economy;5A;false
PG0334;19100;Economy;5C;false
PG0334;19100;Economy;5D;false
PG0334;19100;Economy;6A;false
PG0334;19100;Economy;6B;false
PG0334;19100;Economy;6C;false
PG0334;19100;Economy;6D;false
PG0334;19100;Economy;7B;false
PG0334;19100;Economy;7C;false
PG0334;19100;Economy;7D;false
PG0337;10100;Economy;18A;false
PG0337;10100;Economy;18B;false
PG0337;10100;Economy;18C;false
PG0337;10100;Economy;18D;false
PG0337;10100;Economy;19A;false
PG0337;10100;Economy;19B;false
PG0337;10100;Economy;19C;false
PG0337;10100;Economy;19D;false
PG0337;11100;Economy;1A;true
PG0337;11100;Economy;1B;true
PG0337;11100;Economy;1C;true
PG0337;11100;Economy;1D;true
PG0337;10100;Economy;20A;false
PG0337;10100;Economy;20B;false
PG0337;10100;Economy;20C;false
PG0337;10100;Economy;20D;false
PG0337;10100;Economy;21A;false
PG0337;10100;Economy;21B;false
PG0337;10100;Economy;21C;false
PG0337;10100;Economy;21D;false
PG0337;10100;Economy;22A;false
PG0337;10100;Economy;22B;false
PG0337;10100;Economy;22C;false
PG0337;10100;Economy;22D;false
PG0337;10100;Economy;23A;false
PG0337;10100;Economy;23B;false
PG0337;10100;Economy;2A;false
PG0337;10100;Economy;2B;false
PG0337;10100;Economy;2C;false
PG0337;10100;Economy;2D;false
PG0337;10100;Economy;3A;false
PG0337;10100;Economy;3B;false
PG0337;10100;Economy;3C;false
PG0337;10100;Economy;3D;false
PG0337;10100;Economy;4A;false
PG0337;10100;Economy;4B;false
PG0337;10100;Economy;4C;false
PG0337;10100;Economy;4D;false
PG0337;10100;Economy;5A;false
PG0337;10100;Economy;5B;false
PG0337;10100;Economy;5C;false
PG0337;10100;Economy;5D;false
PG0337;10100;Economy;6A;false
PG0337;10100;Economy;6B;false
PG0337;10100;Economy;6C;false
PG0337;10100;Economy;6D;false
PG0337;10100;Economy;7A;false
PG0337;10100;Economy;7B;false
PG0337;10100;Economy;7C;false
PG0337;10100;Economy;7D;false
PG0338;10100;Economy;18A;false
PG0338;10100;Economy;18B;false
PG0338;10100;Economy;18C;false
PG0338;10100;Economy;18D;false
PG0338;10100;Economy;19A;false
PG0338;10100;Economy;19B;false
PG0338;10100;Economy;19C;false
PG0338;10100;Economy;19D;false
PG0338;11100;Economy;1A;true
PG0338;11100;Economy;1B;true
PG0338;11100;Economy;1C;true
PG0338;11100;Economy;1D;true
PG0338;10100;Economy;20A;false
PG0338;10100;Economy;20B;false
PG0338;10100;Economy;20C;false
PG0338;10100;Economy;20D;false
PG0338;10100;Economy;21A;false
PG0338;10100;Economy;21B;false
PG0338;10100;Economy;21C;false
PG0338;10100;Economy;21D;false
PG0338;10100;Economy;22A;false
PG0338;10100;Economy;22B;false
PG0338;10100;Economy;22C;false
PG0338;10100;Economy;22D;false
PG0338;10100;Economy;23A;false
PG0338;10100;Economy;23B;false
PG0338;10100;Economy;2A;false
PG0338;10100;Economy;2B;false
PG0338;10100;Economy;2C;false
PG0338;10100;Economy;2D;false
PG0338;10100;Economy;3A;false
PG0338;10100;Economy;3B;false
PG0338;10100;Economy;3C;false
PG0338;10100;Economy;3D;false
PG0338;10100;Economy;4A;false
PG0338;10100;Economy;4B;false
PG0338;10100;Economy;4C;false
PG0338;10100;Economy;4D;false
PG0338;10100;Economy;5A;false
PG0338;10100;Economy;5B;false
PG0338;10100;Economy;5C;false
PG0338;10100;Economy;5D;false
PG0338;10100;Economy;6A;false
PG0338;10100;Economy;6B;false
PG0338;10100;Economy;6C;false
PG0338;10100;Economy;6D;false
PG0338;10100;Economy;7A;false
PG0338;10100;Economy;7B;false
PG0338;10100;Economy;7C;false
PG0338;10100;Economy;7D;false
PG0341;7500;Economy;18A;false
PG0341;7500;Economy;18B;false
PG0341;7500;Economy;18C;false
PG0341;7500;Economy;18D;false
PG0341;7500;Economy;19A;false
PG0341;7500;Economy;19B;false
PG0341;7500;Economy;19C;false
PG0341;7500;Economy;19D;false
PG0341;8300;Economy;1A;true
PG0341;8300;Economy;1B;true
PG0341;8300;Economy;1C;true
PG0341;8300;Economy;1D;true
PG0341;7500;Economy;20A;false
PG0341;7500;Economy;20B;false
PG0341;7500;Economy;20C;false
PG0341;7500;Economy;20D;false
PG0341;7500;Economy;21A;false
PG0341;7500;Economy;21B;false
PG0341;7500;Economy;21C;false
PG0341;7500;Economy;21D;false
PG0341;7500;Economy;22A;false
PG0341;7500;Economy;22B;false
PG0341;7500;Economy;22C;false
PG0341;7500;Economy;22D;false
PG0341;7500;Economy;23A;false
PG0341;7500;Economy;23B;false
PG0341;7500;Economy;2A;false
PG0341;7500;Economy;2B;false
PG0341;7500;Economy;2C;false
PG0341;7500;Economy;2D;false
PG0341;7500;Economy;3A;false
PG0341;7500;Economy;3B;false
PG0341;7500;Economy;3C;false
PG0341;7500;Economy;3D;false
PG0341;7500;Economy;4A;false
PG0341;7500;Economy;4B;false
PG0341;7500;Economy;4C;false
PG0341;7500;Economy;4D;false
PG0341;7500;Economy;5A;false
PG0341;7500;Economy;5B;false
PG0341;7500;Economy;5C;false
PG0341;7500;Economy;5D;false
PG0341;7500;Economy;6A;false
PG0341;7500;Economy;6B;false
PG0341;7500;Economy;6C;false
PG0341;7500;Economy;6D;false
PG0341;7500;Economy;7A;false
PG0341;7500;Economy;7B;false
PG0341;7500;Economy;7C;false
PG0341;7500;Economy;7D;false
PG0342;7500;Economy;18A;false
PG0342;7500;Economy;18B;false
PG0342;7500;Economy;18C;false
PG0342;7500;Economy;18D;false
PG0342;7500;Economy;19A;false
PG0342;7500;Economy;19B;false
PG0342;7500;Economy;19C;false
PG0342;7500;Economy;19D;false
PG0342;8300;Economy;1A;true
PG0342;8300;Economy;1B;true
PG0342;8300;Economy;1C;true
PG0342;8300;Economy;1D;true
PG0342;7500;Economy;20A;false
PG0342;7500;Economy;20B;false
PG0342;7500;Economy;20C;false
PG0342;7500;Economy;20D;false
PG0342;7500;Economy;21A;false
PG0342;7500;Economy;21B;false
PG0342;7500;Economy;21C;false
PG0342;7500;Economy;21D;false
PG0342;7500;Economy;22A;false
PG0342;7500;Economy;22B;false
PG0342;7500;Economy;22C;false
PG0342;7500;Economy;22D;false
PG0342;7500;Economy;23A;false
PG0342;7500;Economy;23B;false
PG0342;7500;Economy;2A;false
PG0342;7500;Economy;2B;false
PG0342;7500;Economy;2C;false
PG0342;7500;Economy;2D;false
PG0342;7500;Economy;3A;false
PG0342;7500;Economy;3B;false
PG0342;7500;Economy;3C;false
PG0342;7500;Economy;3D;false
PG0342;7500;Economy;4A;false
PG0342;7500;Economy;4B;false
PG0342;7500;Economy;4C;false
PG0342;7500;Economy;4D;false
PG0342;7500;Economy;5A;false
PG0342;7500;Economy;5B;false
PG0342;7500;Economy;5C;false
PG0342;7500;Economy;5D;false
PG0342;7500;Economy;6A;false
PG0342;7500;Economy;6B;false
PG0342;7500;Economy;6C;false
PG0342;7500;Economy;6D;false
PG0342;7500;Economy;7A;false
PG0342;7500;Economy;7B;false
PG0342;7500;Economy;7C;false
PG0342;7500;Economy;7D;false
PG0347;90500;Business;1C;false
PG0347;90500;Business;1D;false
PG0347;90500;Business;1F;false
PG0347;90500;Business;2A;false
PG0347;90500;Business;2C;false
PG0347;90500;Business;2D;false
PG0347;90500;Business;2F;false
PG0347;90500;Business;3A;false
PG0347;90500;Business;3C;false
PG0347;90500;Business;3D;false
PG0347;90500;Business;4A;false
PG0347;90500;Business;4C;false
PG0347;90500;Business;4D;false
PG0347;90500;Business;4F;false
PG0347;90500;Business;5A;false
PG0347;90500;Business;5C;false
PG0347;90500;Business;5D;false
PG0347;30200;Economy;10A;false
PG0347;30200;Economy;10B;false
PG0347;30200;Economy;10C;false
PG0347;30200;Economy;10D;false
PG0347;30200;Economy;10E;false
PG0347;30200;Economy;10F;false
PG0347;30200;Economy;11A;false
PG0347;30200;Economy;11B;false
PG0347;30200;Economy;11C;false
PG0347;30200;Economy;11D;false
PG0347;30200;Economy;11F;false
PG0347;30200;Economy;12A;false
PG0347;30200;Economy;12B;false
PG0347;30200;Economy;12C;false
PG0347;30200;Economy;12D;false
PG0347;30200;Economy;12E;false
PG0347;30200;Economy;12F;false
PG0347;30200;Economy;13A;false
PG0347;30200;Economy;13B;false
PG0347;30200;Economy;13C;false
PG0347;30200;Economy;13D;false
PG0347;30200;Economy;13E;false
PG0347;30200;Economy;13F;false
PG0347;30200;Economy;14A;false
PG0347;30200;Economy;14B;false
PG0347;30200;Economy;14C;false
PG0347;30200;Economy;14D;false
PG0347;30200;Economy;14E;false
PG0347;30200;Economy;14F;false
PG0347;30200;Economy;15B;false
PG0347;30200;Economy;15C;false
PG0347;30200;Economy;15D;false
PG0347;30200;Economy;15E;false
PG0347;30200;Economy;15F;false
PG0347;30200;Economy;16A;false
PG0347;30200;Economy;16B;false
PG0347;30200;Economy;16C;false
PG0347;30200;Economy;16D;false
PG0347;30200;Economy;16E;false
PG0347;30200;Economy;16F;false
PG0347;30200;Economy;17A;false
PG0347;30200;Economy;17B;false
PG0347;30200;Economy;17C;false
PG0347;30200;Economy;17D;false
PG0347;30200;Economy;17E;false
PG0347;30200;Economy;17F;false
PG0347;30200;Economy;18A;false
PG0347;30200;Economy;18B;false
PG0347;30200;Economy;18C;false
PG0347;30200;Economy;18D;false
PG0347;30200;Economy;18E;false
PG0347;30200;Economy;18F;false
PG0347;30200;Economy;19A;false
PG0347;30200;Economy;19B;false
PG0347;30200;Economy;19C;false
PG0347;30200;Economy;19D;false
PG0347;30200;Economy;19E;false
PG0347;30200;Economy;19F;false
PG0347;30200;Economy;20A;false
PG0347;30200;Economy;20B;false
PG0347;30200;Economy;20C;false
PG0347;30200;Economy;20D;false
PG0347;30200;Economy;20E;false
PG0347;30200;Economy;20F;false
PG0347;30200;Economy;21A;false
PG0347;30200;Economy;21B;false
PG0347;30200;Economy;21C;false
PG0347;30200;Economy;21D;false
PG0347;30200;Economy;21E;false
PG0347;30200;Economy;6A;false
PG0347;30200;Economy;6B;false
PG0347;30200;Economy;6C;false
PG0347;30200;Economy;6D;false
PG0347;30200;Economy;6E;false
PG0347;30200;Economy;6F;false
PG0347;30200;Economy;7A;false
PG0347;30200;Economy;7B;false
PG0347;30200;Economy;7C;false
PG0347;30200;Economy;7D;false
PG0347;30200;Economy;7E;false
PG0347;30200;Economy;7F;false
PG0347;30200;Economy;8A;false
PG0347;33200;Economy;8B;true
PG0347;33200;Economy;8C;true
PG0347;33200;Economy;8D;true
PG0347;33200;Economy;8E;true
PG0347;30200;Economy;8F;false
PG0347;30200;Economy;9A;false
PG0347;30200;Economy;9B;false
PG0347;30200;Economy;9C;false
PG0347;30200;Economy;9D;false
PG0347;30200;Economy;9E;false
PG0347;30200;Economy;9F;false
PG0348;90500;Business;1A;false
PG0348;90500;Business;1C;false
PG0348;90500;Business;1D;false
PG0348;90500;Business;1F;false
PG0348;90500;Business;2A;false
PG0348;90500;Business;2D;false
PG0348;90500;Business;2F;false
PG0348;90500;Business;3A;false
PG0348;90500;Business;3C;false
PG0348;90500;Business;3D;false
PG0348;90500;Business;3F;false
PG0348;90500;Business;4A;false
PG0348;90500;Business;4C;false
PG0348;90500;Business;4D;false
PG0348;90500;Business;4F;false
PG0348;90500;Business;5A;false
PG0348;90500;Business;5C;false
PG0348;90500;Business;5D;false
PG0348;90500;Business;5F;false
PG0348;30200;Economy;10A;false
PG0348;30200;Economy;10B;false
PG0348;30200;Economy;10C;false
PG0348;30200;Economy;10D;false
PG0348;30200;Economy;10F;false
PG0348;30200;Economy;11A;false
PG0348;30200;Economy;11B;false
PG0348;30200;Economy;11C;false
PG0348;30200;Economy;11D;false
PG0348;30200;Economy;11E;false
PG0348;30200;Economy;11F;false
PG0348;30200;Economy;12A;false
PG0348;30200;Economy;12B;false
PG0348;30200;Economy;12C;false
PG0348;30200;Economy;12D;false
PG0348;30200;Economy;12E;false
PG0348;30200;Economy;12F;false
PG0348;30200;Economy;13A;false
PG0348;30200;Economy;13B;false
PG0348;30200;Economy;13C;false
PG0348;30200;Economy;13D;false
PG0348;30200;Economy;13E;false
PG0348;30200;Economy;13F;false
PG0348;30200;Economy;14A;false
PG0348;30200;Economy;14B;false
PG0348;30200;Economy;14D;false
PG0348;30200;Economy;14E;false
PG0348;30200;Economy;14F;false
PG0348;30200;Economy;15A;false
PG0348;30200;Economy;15B;false
PG0348;30200;Economy;15C;false
PG0348;30200;Economy;15D;false
PG0348;30200;Economy;15E;false
PG0348;30200;Economy;15F;false
PG0348;30200;Economy;16A;false
PG0348;30200;Economy;16B;false
PG0348;30200;Economy;16D;false
PG0348;30200;Economy;16F;false
PG0348;30200;Economy;17A;false
PG0348;30200;Economy;17B;false
PG0348;30200;Economy;17C;false
PG0348;30200;Economy;17D;false
PG0348;30200;Economy;17E;false
PG0348;30200;Economy;17F;false
PG0348;30200;Economy;18A;false
PG0348;30200;Economy;18B;false
PG0348;30200;Economy;18C;false
PG0348;30200;Economy;18D;false
PG0348;30200;Economy;18E;false
PG0348;30200;Economy;18F;false
PG0348;30200;Economy;19A;false
PG0348;30200;Economy;19D;false
PG0348;30200;Economy;19E;false
PG0348;30200;Economy;19F;false
PG0348;30200;Economy;20A;false
PG0348;30200;Economy;20B;false
PG0348;30200;Economy;20C;false
PG0348;30200;Economy;20D;false
PG0348;30200;Economy;20F;false
PG0348;30200;Economy;21A;false
PG0348;30200;Economy;21B;false
PG0348;30200;Economy;21C;false
PG0348;30200;Economy;21D;false
PG0348;30200;Economy;21E;false
PG0348;30200;Economy;6A;false
PG0348;30200;Economy;6B;false
PG0348;30200;Economy;6C;false
PG0348;30200;Economy;6D;false
PG0348;30200;Economy;6E;false
PG0348;30200;Economy;6F;false
PG0348;30200;Economy;7A;false
PG0348;30200;Economy;7B;false
PG0348;30200;Economy;7C;false
PG0348;30200;Economy;7D;false
PG0348;30200;Economy;7E;false
PG0348;30200;Economy;7F;false
PG0348;30200;Economy;8A;false
PG0348;33200;Economy;8B;true
PG0348;33200;Economy;8C;true
PG0348;33200;Economy;8D;true
PG0348;33200;Economy;8E;true
PG0348;30200;Economy;8F;false
PG0348;30200;Economy;9A;false
PG0348;30200;Economy;9C;false
PG0348;30200;Economy;9D;false
PG0348;30200;Economy;9F;false
PG0352;4400;Economy;1A;false
PG0352;4400;Economy;1B;false
PG0352;4400;Economy;2A;false
PG0352;4400;Economy;2B;false
PG0352;4400;Economy;3A;false
PG0352;4400;Economy;3B;false
PG0352;4400;Economy;4A;false
PG0352;4400;Economy;4B;false
PG0352;4400;Economy;5B;false
PG0352;4400;Economy;6A;false
PG0352;4400;Economy;6B;false
PG0354;4400;Economy;1A;false
PG0354;4400;Economy;1B;false
PG0354;4400;Economy;2A;false
PG0354;4400;Economy;2B;false
PG0354;4400;Economy;3A;false
PG0354;4400;Economy;3B;false
PG0354;4400;Economy;4A;false
PG0354;4400;Economy;4B;false
PG0354;4400;Economy;5A;false
PG0354;4400;Economy;5B;false
PG0354;4400;Economy;6A;false
PG0354;4400;Economy;6B;false
PG0355;9800;Business;1A;false
PG0355;9800;Business;1C;false
PG0355;9800;Business;1D;false
PG0355;9800;Business;1F;false
PG0355;9800;Business;2A;false
PG0355;9800;Business;2C;false
PG0355;9800;Business;2D;false
PG0355;9800;Business;2F;false
PG0355;9800;Business;3A;false
PG0355;9800;Business;3C;false
PG0355;9800;Business;3D;false
